title,link
Citrix.NetScaler.ADC.Gateway.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53427
Trend.Micro.Email.Inspector.policy_setting.File.Upload,https://www.fortiguard.com/encyclopedia/ips/53426
Trend.Micro.InterScan.WS.ContentCacheSSAction.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53428
Adobe.ColdFusion.CVE-2023-38203.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/53419
Trend.Micro.Email.Inspector.download_pdf.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53420
Trend.Micro.Email.Inspector.firewall_setting.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53422
Advantech.WebAccess.SCADA.Certificate.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/53412
Internet.Brands.vBulletin.User.Creation.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53413
WordPress.Plugin.User.Registration.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/53401
WordPress.WooCommerce.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/53409
GLPI-Project.GLPI.Inventory.Agent.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/53407
WordPress.Plugin.Ultimate.Member.Privilege.Escalation,https://www.fortiguard.com/encyclopedia/ips/53388
MS.Windows.MSMQ.CompoundMessage.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53393
WordPress.Plugin.MStoreAPI.add_listing.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/53387
Rockwell.Automation.ControlLogix.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53385
ARRIS.VAP2500.assoc_table.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53376
Symmetricom.SyncServer.CVE-2022-40022.Remote.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/53334
Advantech.WebAccess.openRpt.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/53365
FortiNAC.Java.Untrusted.Object.Deserialization,https://www.fortiguard.com/encyclopedia/ips/53341
Roundcube.Webmail.rcube_image.php.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53339
Parse.Server.transformUpdate.Prototype.Pollution,https://www.fortiguard.com/encyclopedia/ips/52895
Apache.RocketMQ.updateConfig.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/53315
Ghost.Foundation.node-sqlite3.toString.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53320
VMware.Aria.Operations.CVE-2023-20887.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53324
MS.Windows.Pragmatic.General.Multicast.PARITY_PRM_TGS.RCE,https://www.fortiguard.com/encyclopedia/ips/53300
FortiOS.SSL-VPN.Enc.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/53298
Barracuda.Email.Security.Gateway.Tar.File.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53279
Delta.Electronics.InfraSuite.Device.Master.Deserialization,https://www.fortiguard.com/encyclopedia/ips/53280
Seagate.Central.External.NAS.Privilege.Escalation,https://www.fortiguard.com/encyclopedia/ips/53122
TerraMaster.TOS.RCE.chain.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53282
Zyxel.IKE.Packet.Decoder.CVE-2023-28771.Remote.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/53281
WordPress.Workreap.Theme.CVE-2021-24499.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53277
Moxa.MXsecurity.JWT.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/53205
Progress.MOVEit.Transfer.Unrestricted.File.Upload,https://www.fortiguard.com/encyclopedia/ips/53240
Zyxel.Firmware.error.message.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53203
Tenda.G103.Language.Parameter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53126
Zyxel.zhttpd.Webserver.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/53200
GitLab.Community.and.Enterprise.Edition.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/53117
ManageEngine.ADAudit.Plus.CVE-2021-42847.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53049
Sophos.Web.Appliance.warn-proceed.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/52919
MS.Outlook.OleCache.CVE-2023-29325.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/52903
APSystems.ECU-R.timezone.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/52886
VMware.AO.InternalClusterController.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/52938
Artifex.Ghostscript.PostScript.Handling.s_xBCPE.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/52918
SE.APC.Easy.UPS.Online.Monitoring.Software.RCE,https://www.fortiguard.com/encyclopedia/ips/52907
Adobe.ColdFusion.ToTemplateProxy.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/52899
PaperCut.NG.SetupCompleted.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/52900
DCBI-Netlog-LAB.nsg_masq.cgi.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/52885
LB-LINK.goform.set_LimitClient_cfg.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/52884
SPIP.form.CVE-2023-27372.PHP.Injection,https://www.fortiguard.com/encyclopedia/ips/52887
SnakeYaml.Constructor.CVE-2022-1471.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/52898
VMWare.Workspace.ONE.Access.VMSA-2022-0011.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/52891
Rocket.Unidata.udadmin.Server.Login.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/52881
Rocket.Unidata.udadmin.Server.Login.Hard.Coded.Credentials,https://www.fortiguard.com/encyclopedia/ips/52882
VMware.vRealize.Log.Insight.Pak.Upgrade.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/52851
WordPress.MasterStudy.LMS.Plugin.Privilege.Escalation,https://www.fortiguard.com/encyclopedia/ips/52797
Alibaba.Fastjson.JSON.AutoType.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/52842
